"","Rk","Team","Date","Att...4","Day","G#","Week","...8","Opp","Result","Att...11","Yds","Y/A","TD"
"266",66,"PIT",2022-09-22,38,"Thu",3,3,"@","CLE","L 17-29",38,171,4.5,1
"267",67,"ATL",2022-09-25,23,"Sun",3,3,"@","SEA","W 27-23",23,112,4.9,0
"268",68,"LVR",2022-09-25,27,"Sun",3,3,"@","TEN","L 22-24",27,109,4,2
"269",69,"MIA",2022-09-25,23,"Sun",3,3,NA,"BUF","W 21-19",23,115,5,0
"270",70,"BUF",2022-09-25,17,"Sun",3,3,"@","MIA","L 19-21",17,41,2.4,2
"271",71,"CAR",2022-09-25,22,"Sun",3,3,NA,"NOR","W 22-14",22,84,3.8,1
"272",72,"CHI",2022-09-25,24,"Sun",3,3,NA,"HOU","W 23-20",24,92,3.8,1
"273",73,"LAC",2022-09-25,36,"Sun",3,3,NA,"JAX","L 10-38",36,151,4.2,1
"274",74,"MIN",2022-09-25,35,"Sun",3,3,NA,"DET","W 28-24",35,139,4,2
"275",75,"CIN",2022-09-25,20,"Sun",3,3,"@","NYJ","W 27-12",20,76,3.8,0
"276",76,"BAL",2022-09-25,28,"Sun",3,3,"@","NWE","W 37-26",28,145,5.2,3
"277",77,"WAS",2022-09-25,30,"Sun",3,3,NA,"PHI","L 8-24",30,72,2.4,0
"278",78,"PHI",2022-09-25,22,"Sun",3,3,"@","WAS","W 24-8",22,87,4,1
"279",79,"NOR",2022-09-25,31,"Sun",3,3,"@","CAR","L 14-22",31,145,4.7,0
"280",80,"KAN",2022-09-25,27,"Sun",3,3,"@","IND","L 17-20",27,82,3,0
"281",81,"JAX",2022-09-25,12,"Sun",3,3,"@","LAC","W 38-10",12,26,2.2,0
"282",82,"IND",2022-09-25,23,"Sun",3,3,NA,"KAN","W 20-17",23,58,2.5,1
"283",83,"LAR",2022-09-25,21,"Sun",3,3,"@","ARI","W 20-12",21,70,3.3,0
"284",84,"HOU",2022-09-25,40,"Sun",3,3,"@","CHI","L 20-23",40,281,7,2
"285",85,"ARI",2022-09-25,20,"Sun",3,3,NA,"LAR","L 12-20",20,100,5,2
"286",86,"TAM",2022-09-25,25,"Sun",3,3,NA,"GNB","L 12-14",25,67,2.7,0
"287",87,"DEN",2022-09-25,19,"Sun",3,3,NA,"SFO","W 11-10",19,88,4.6,0
"288",88,"NWE",2022-09-25,26,"Sun",3,3,NA,"BAL","L 26-37",26,188,7.2,1
"289",89,"DET",2022-09-25,25,"Sun",3,3,"@","MIN","L 24-28",25,123,4.9,2
"290",90,"NYJ",2022-09-25,28,"Sun",3,3,NA,"CIN","L 12-27",28,69,2.5,0
"291",91,"GNB",2022-09-25,14,"Sun",3,3,"@","TAM","W 14-12",14,34,2.4,0
"292",92,"SEA",2022-09-25,31,"Sun",3,3,NA,"ATL","L 23-27",31,179,5.8,2
"293",93,"TEN",2022-09-25,19,"Sun",3,3,NA,"LVR","W 24-22",19,96,5.1,0
"294",94,"SFO",2022-09-25,33,"Sun",3,3,"@","DEN","L 10-11",33,101,3.1,1
"295",95,"DAL",2022-09-26,25,"Mon",3,3,"@","NYG","W 23-16",25,167,6.7,1
"296",96,"NYG",2022-09-26,30,"Mon",3,3,NA,"DAL","L 16-23",30,176,5.9,1
"297",97,"CIN",2022-09-29,22,"Thu",4,4,NA,"MIA","W 27-15",22,85,3.9,0
"298",98,"MIA",2022-09-29,30,"Thu",4,4,"@","CIN","L 15-27",30,67,2.2,1
"299",99,"ATL",2022-10-02,35,"Sun",4,4,NA,"CLE","W 23-20",35,177,5.1,2
"300",100,"PIT",2022-10-02,29,"Sun",4,4,NA,"NYJ","L 20-24",29,98,3.4,1
"301",101,"HOU",2022-10-02,27,"Sun",4,4,NA,"LAC","L 24-34",27,81,3,2
"302",102,"BUF",2022-10-02,33,"Sun",4,4,"@","BAL","W 23-20",33,162,4.9,1
"303",103,"NYG",2022-10-02,32,"Sun",4,4,NA,"CHI","W 20-12",32,149,4.7,0
"304",104,"SEA",2022-10-02,25,"Sun",4,4,"@","DET","W 48-45",25,145,5.8,2
"305",105,"CAR",2022-10-02,37,"Sun",4,4,NA,"ARI","L 16-26",37,132,3.6,1
"306",106,"WAS",2022-10-02,29,"Sun",4,4,"@","DAL","L 10-25",29,62,2.1,0
"307",107,"NWE",2022-10-02,35,"Sun",4,4,"@","GNB","L 24-27 (OT)",35,199,5.7,1
"308",108,"KAN",2022-10-02,6,"Sun",4,4,"@","TAM","W 41-31",6,3,0.5,1
"309",109,"JAX",2022-10-02,50,"Sun",4,4,"@","PHI","L 21-29",50,210,4.2,4
"310",110,"CHI",2022-10-02,44,"Sun",4,4,"@","NYG","L 12-20",44,262,6,2
"311",111,"CLE",2022-10-02,35,"Sun",4,4,"@","ATL","L 20-23",35,202,5.8,2
"312",112,"BAL",2022-10-02,25,"Sun",4,4,NA,"BUF","L 20-23",25,125,5,1
"313",113,"MIN",2022-10-02,27,"Sun",4,4,"@","NOR","W 28-25",27,111,4.1,2
"314",114,"IND",2022-10-02,28,"Sun",4,4,NA,"TEN","L 17-24",28,127,4.5,1
"315",115,"ARI",2022-10-02,13,"Sun",4,4,"@","CAR","W 26-16",13,40,3.1,0
"316",116,"DAL",2022-10-02,27,"Sun",4,4,NA,"WAS","W 25-10",27,142,5.3,0
"317",117,"TAM",2022-10-02,37,"Sun",4,4,NA,"KAN","L 31-41",37,189,5.1,2
"318",118,"DEN",2022-10-02,38,"Sun",4,4,"@","LVR","L 23-32",38,212,5.6,2
"319",119,"PHI",2022-10-02,19,"Sun",4,4,NA,"JAX","W 29-21",19,71,3.7,0
"320",120,"NYJ",2022-10-02,31,"Sun",4,4,"@","PIT","W 24-20",31,119,3.8,2
"321",121,"DET",2022-10-02,33,"Sun",4,4,NA,"SEA","L 45-48",33,235,7.1,3
"322",122,"LAC",2022-10-02,14,"Sun",4,4,"@","HOU","W 34-24",14,131,9.4,1
"323",123,"LVR",2022-10-02,20,"Sun",4,4,NA,"DEN","W 32-23",20,85,4.3,1
"324",124,"GNB",2022-10-02,33,"Sun",4,4,NA,"NWE","W 27-24 (OT)",33,167,5.1,1
"325",125,"NOR",2022-10-02,25,"Sun",4,4,NA,"MIN","L 25-28",25,81,3.2,1
"326",126,"TEN",2022-10-02,23,"Sun",4,4,"@","IND","W 24-17",23,38,1.7,0
"327",127,"LAR",2022-10-03,22,"Mon",4,4,"@","SFO","L 9-24",22,88,4,1
"328",128,"SFO",2022-10-03,18,"Mon",4,4,NA,"LAR","W 24-9",18,57,3.2,0
"329",129,"IND",2022-10-06,28,"Thu",5,5,"@","DEN","W 12-9 (OT)",28,125,4.5,0
"330",130,"DEN",2022-10-06,26,"Thu",5,5,NA,"IND","L 9-12 (OT)",26,106,4.1,0
"331",131,"ATL",2022-10-09,23,"Sun",5,5,"@","TAM","L 15-21",23,69,3,1
"332",132,"TAM",2022-10-09,31,"Sun",5,5,NA,"ATL","W 21-15",31,151,4.9,1
"333",133,"BAL",2022-10-09,21,"Sun",5,5,NA,"CIN","W 19-17",21,101,4.8,1
"334",134,"BUF",2022-10-09,17,"Sun",5,5,NA,"PIT","W 38-3",17,54,3.2,0
"335",135,"SEA",2022-10-09,48,"Sun",5,5,"@","NOR","L 32-39",48,235,4.9,3
"336",136,"MIN",2022-10-09,24,"Sun",5,5,NA,"CHI","W 29-22",24,78,3.3,1
"337",137,"MIA",2022-10-09,33,"Sun",5,5,"@","NYJ","L 17-40",33,135,4.1,5
"338",138,"CAR",2022-10-09,29,"Sun",5,5,NA,"SFO","L 15-37",29,153,5.3,2
"339",139,"LAC",2022-10-09,31,"Sun",5,5,"@","CLE","W 30-28",31,213,6.9,3
"340",140,"PIT",2022-10-09,18,"Sun",5,5,"@","BUF","L 3-38",18,120,6.7,1
"341",141,"CHI",2022-10-09,31,"Sun",5,5,"@","MIN","L 22-29",31,117,3.8,3
"342",142,"LAR",2022-10-09,34,"Sun",5,5,NA,"DAL","L 10-22",34,163,4.8,1
"343",143,"HOU",2022-10-09,26,"Sun",5,5,"@","JAX","W 13-6",26,136,5.2,0
"344",144,"CIN",2022-10-09,28,"Sun",5,5,"@","BAL","L 17-19",28,155,5.5,0
"345",145,"CLE",2022-10-09,34,"Sun",5,5,NA,"LAC","L 28-30",34,238,7,2
"346",146,"PHI",2022-10-09,26,"Sun",5,5,"@","ARI","W 20-17",26,124,4.8,1
"347",147,"NYJ",2022-10-09,26,"Sun",5,5,NA,"MIA","W 40-17",26,137,5.3,2
"348",148,"SFO",2022-10-09,17,"Sun",5,5,"@","CAR","W 37-15",17,64,3.8,1
"349",149,"NOR",2022-10-09,21,"Sun",5,5,NA,"SEA","W 39-32",21,151,7.2,1
"350",150,"JAX",2022-10-09,31,"Sun",5,5,NA,"HOU","L 6-13",31,116,3.7,1
"351",151,"ARI",2022-10-09,33,"Sun",5,5,NA,"PHI","L 17-20",33,139,4.2,2
"352",152,"NYG",2022-10-09,20,"Sun",5,5,"@","GNB","W 27-22",20,94,4.7,0
"353",153,"DAL",2022-10-09,15,"Sun",5,5,"@","LAR","W 22-10",15,38,2.5,0
"354",154,"TEN",2022-10-09,17,"Sun",5,5,"@","WAS","W 21-17",17,43,2.5,0
"355",155,"WAS",2022-10-09,32,"Sun",5,5,NA,"TEN","L 17-21",32,105,3.3,2
"356",156,"NWE",2022-10-09,27,"Sun",5,5,NA,"DET","W 29-0",27,101,3.7,0
"357",157,"DET",2022-10-09,35,"Sun",5,5,"@","NWE","L 0-29",35,176,5,0
"358",158,"GNB",2022-10-09,31,"Sun",5,5,NA,"NYG","L 22-27",31,125,4,3
"359",159,"LVR",2022-10-10,23,"Mon",5,5,"@","KAN","L 29-30",23,103,4.5,0
"360",160,"KAN",2022-10-10,24,"Mon",5,5,NA,"LVR","W 30-29",24,155,6.5,1
"361",161,"CHI",2022-10-13,28,"Thu",6,6,NA,"WAS","L 7-12",28,128,4.6,1
"362",162,"WAS",2022-10-13,37,"Thu",6,6,"@","CHI","W 12-7",37,237,6.4,0
"363",163,"ATL",2022-10-16,16,"Sun",6,6,NA,"SFO","W 28-14",16,50,3.1,0
"364",164,"LAR",2022-10-16,21,"Sun",6,6,NA,"CAR","W 24-10",21,93,4.4,0
"365",165,"BUF",2022-10-16,18,"Sun",6,6,"@","KAN","W 24-20",18,68,3.8,0
"366",166,"CAR",2022-10-16,29,"Sun",6,6,"@","LAR","L 10-24",29,111,3.8,2
"367",167,"NYJ",2022-10-16,20,"Sun",6,6,"@","GNB","W 27-10",20,60,3,0
"368",168,"NOR",2022-10-16,14,"Sun",6,6,NA,"CIN","L 26-30",14,75,5.4,1
"369",169,"CIN",2022-10-16,34,"Sun",6,6,"@","NOR","W 30-26",34,228,6.7,1
"370",170,"TAM",2022-10-16,29,"Sun",6,6,"@","PIT","L 18-20",29,77,2.7,0
"371",171,"MIN",2022-10-16,20,"Sun",6,6,"@","MIA","W 24-16",20,73,3.7,0
"372",172,"CLE",2022-10-16,29,"Sun",6,6,NA,"NWE","L 15-38",29,98,3.4,3
"373",173,"NWE",2022-10-16,18,"Sun",6,6,"@","CLE","W 38-15",18,70,3.9,0
"374",174,"IND",2022-10-16,33,"Sun",6,6,NA,"JAX","W 34-27",33,243,7.4,3
"375",175,"PIT",2022-10-16,26,"Sun",6,6,NA,"TAM","W 20-18",26,75,2.9,0
"376",176,"MIA",2022-10-16,17,"Sun",6,6,NA,"MIN","L 16-24",17,78,4.6,1
"377",177,"ARI",2022-10-16,30,"Sun",6,6,"@","SEA","L 9-19",30,136,4.5,1
"378",178,"BAL",2022-10-16,31,"Sun",6,6,"@","NYG","L 20-24",31,83,2.7,1
"379",179,"DAL",2022-10-16,39,"Sun",6,6,"@","PHI","L 17-26",39,136,3.5,1
"380",180,"SFO",2022-10-16,40,"Sun",6,6,"@","ATL","L 14-28",40,168,4.2,1
"381",181,"JAX",2022-10-16,16,"Sun",6,6,"@","IND","L 27-34",16,45,2.8,1
"382",182,"NYG",2022-10-16,24,"Sun",6,6,NA,"BAL","W 24-20",24,211,8.8,1
"383",183,"GNB",2022-10-16,33,"Sun",6,6,NA,"NYJ","L 10-27",33,179,5.4,2
"384",184,"SEA",2022-10-16,28,"Sun",6,6,NA,"ARI","W 19-9",28,144,5.1,0
"385",185,"PHI",2022-10-16,26,"Sun",6,6,NA,"DAL","W 26-17",26,134,5.2,1
"386",186,"KAN",2022-10-16,31,"Sun",6,6,NA,"BUF","L 20-24",31,125,4,0
"387",187,"DEN",2022-10-17,24,"Mon",6,6,"@","LAC","L 16-19 (OT)",24,73,3,1
"388",188,"LAC",2022-10-17,23,"Mon",6,6,NA,"DEN","W 19-16 (OT)",23,98,4.3,0
"389",189,"NOR",2022-10-20,29,"Thu",7,7,"@","ARI","L 34-42",29,137,4.7,2
"390",190,"ARI",2022-10-20,22,"Thu",7,7,NA,"NOR","W 42-34",22,85,3.9,0
"391",191,"NYJ",2022-10-23,28,"Sun",7,7,"@","DEN","W 16-9",28,105,3.8,1
"392",192,"SFO",2022-10-23,21,"Sun",7,7,NA,"KAN","L 23-44",21,112,5.3,3
"393",193,"PIT",2022-10-23,27,"Sun",7,7,"@","MIA","L 10-16",27,111,4.1,0
"394",194,"CLE",2022-10-23,44,"Sun",7,7,"@","BAL","L 20-23",44,160,3.6,2
"395",195,"IND",2022-10-23,35,"Sun",7,7,"@","TEN","L 10-19",35,138,3.9,0
"396",196,"SEA",2022-10-23,15,"Sun",7,7,"@","LAC","W 37-23",15,53,3.5,1
"397",197,"TEN",2022-10-23,17,"Sun",6,7,NA,"IND","W 19-10",17,65,3.8,0
"398",198,"LVR",2022-10-23,23,"Sun",6,7,NA,"HOU","W 38-20",23,108,4.7,0
"399",199,"DET",2022-10-23,32,"Sun",6,7,"@","DAL","L 6-24",32,139,4.3,2
"400",200,"GNB",2022-10-23,38,"Sun",7,7,"@","WAS","L 21-23",38,166,4.4,0
"401",401,"JAX",2022-12-11,20,"Sun",13,14,"@","TEN","W 36-22",20,137,6.9,1
"402",402,"KAN",2022-12-11,19,"Sun",13,14,"@","DEN","W 34-28",19,106,5.6,0
"403",403,"MIA",2022-12-11,23,"Sun",13,14,"@","LAC","L 17-23",23,82,3.6,1
"404",404,"MIN",2022-12-11,30,"Sun",13,14,"@","DET","L 23-34",30,134,4.5,1
"405",405,"NYG",2022-12-11,31,"Sun",13,14,NA,"PHI","L 22-48",31,253,8.2,4
"406",406,"NYJ",2022-12-11,24,"Sun",13,14,"@","BUF","L 12-20",24,102,4.3,1
"407",407,"TEN",2022-12-11,25,"Sun",13,14,NA,"JAX","L 22-36",25,60,2.4,1
"408",408,"PHI",2022-12-11,24,"Sun",13,14,"@","NYG","W 48-22",24,123,5.1,1
"409",409,"PIT",2022-12-11,42,"Sun",13,14,NA,"BAL","L 14-16",42,215,5.1,1
"410",410,"BAL",2022-12-11,20,"Sun",13,14,"@","PIT","W 16-14",20,65,3.3,1
"411",411,"LAC",2022-12-11,19,"Sun",13,14,NA,"MIA","W 23-17",19,92,4.8,0
"412",412,"SEA",2022-12-11,46,"Sun",13,14,NA,"CAR","L 24-30",46,223,4.8,2
"413",413,"SFO",2022-12-11,19,"Sun",13,14,NA,"TAM","W 35-7",19,69,3.6,0
"414",414,"TAM",2022-12-11,36,"Sun",13,14,"@","SFO","L 7-35",36,209,5.8,3
"415",415,"ARI",2022-12-12,21,"Mon",13,14,NA,"NWE","L 13-27",21,103,4.9,2
"416",416,"NWE",2022-12-12,22,"Mon",13,14,"@","ARI","W 27-13",22,113,5.1,1
"417",417,"SEA",2022-12-15,34,"Thu",14,15,NA,"SFO","L 13-21",34,170,5,1
"418",418,"SFO",2022-12-15,14,"Thu",14,15,"@","SEA","W 21-13",14,70,5,0
"419",419,"BUF",2022-12-17,25,"Sat",14,15,NA,"MIA","W 32-29",25,188,7.5,1
"420",420,"CLE",2022-12-17,28,"Sat",14,15,NA,"BAL","W 13-3",28,198,7.1,0
"421",421,"IND",2022-12-17,24,"Sat",14,15,"@","MIN","L 36-39 (OT)",24,92,3.8,1
"422",422,"MIA",2022-12-17,29,"Sat",14,15,"@","BUF","L 29-32",29,150,5.2,0
"423",423,"MIN",2022-12-17,43,"Sat",14,15,NA,"IND","W 39-36 (OT)",43,171,4,0
"424",424,"BAL",2022-12-17,33,"Sat",14,15,"@","CLE","L 3-13",33,143,4.3,0
"425",425,"ATL",2022-12-18,34,"Sun",14,15,"@","NOR","L 18-21",34,134,3.9,0
"426",426,"CAR",2022-12-18,45,"Sun",14,15,NA,"PIT","L 16-24",45,156,3.5,3
"427",427,"CHI",2022-12-18,33,"Sun",14,15,NA,"PHI","L 20-25",33,112,3.4,3
"428",428,"CIN",2022-12-18,25,"Sun",14,15,"@","TAM","W 34-23",25,92,3.7,0
"429",429,"ARI",2022-12-18,34,"Sun",14,15,"@","DEN","L 15-24",34,168,4.9,2
"430",430,"DAL",2022-12-18,27,"Sun",14,15,"@","JAX","L 34-40 (OT)",27,192,7.1,0
"431",431,"DEN",2022-12-18,20,"Sun",14,15,NA,"ARI","W 24-15",20,73,3.7,1
"432",432,"DET",2022-12-18,22,"Sun",14,15,"@","NYJ","W 20-17",22,50,2.3,0
"433",433,"HOU",2022-12-18,33,"Sun",14,15,NA,"KAN","L 24-30 (OT)",33,189,5.7,2
"434",434,"JAX",2022-12-18,41,"Sun",14,15,NA,"DAL","W 40-34 (OT)",41,154,3.8,1
"435",435,"KAN",2022-12-18,28,"Sun",14,15,"@","HOU","W 30-24 (OT)",28,94,3.4,1
"436",436,"NOR",2022-12-18,39,"Sun",14,15,NA,"ATL","W 21-18",39,231,5.9,2
"437",437,"NWE",2022-12-18,23,"Sun",14,15,"@","LVR","L 24-30",23,97,4.2,0
"438",438,"NYG",2022-12-18,26,"Sun",14,15,"@","WAS","W 20-12",26,159,6.1,0
"439",439,"NYJ",2022-12-18,28,"Sun",14,15,NA,"DET","L 17-20",28,107,3.8,0
"440",440,"TEN",2022-12-18,24,"Sun",14,15,"@","LAC","L 14-17",24,74,3.1,2
"441",441,"PHI",2022-12-18,30,"Sun",14,15,"@","CHI","W 25-20",30,157,5.2,1
"442",442,"PIT",2022-12-18,16,"Sun",14,15,"@","CAR","W 24-16",16,21,1.3,0
"443",443,"LVR",2022-12-18,32,"Sun",14,15,NA,"NWE","W 30-24",32,206,6.4,1
"444",444,"LAC",2022-12-18,27,"Sun",14,15,NA,"TEN","W 17-14",27,127,4.7,2
"445",445,"TAM",2022-12-18,21,"Sun",14,15,NA,"CIN","L 23-34",21,53,2.5,0
"446",446,"WAS",2022-12-18,30,"Sun",14,15,NA,"NYG","L 12-20",30,128,4.3,1
"447",447,"GNB",2022-12-19,17,"Mon",14,15,NA,"LAR","W 24-12",17,72,4.2,0
"448",448,"LAR",2022-12-19,35,"Mon",14,15,"@","GNB","L 12-24",35,138,3.9,2
"449",449,"JAX",2022-12-22,20,"Thu",15,16,"@","NYJ","W 19-3",20,66,3.3,0
"450",450,"NYJ",2022-12-22,39,"Thu",15,16,NA,"JAX","L 3-19",39,147,3.8,1
"451",451,"ATL",2022-12-24,34,"Sat",15,16,"@","BAL","L 9-17",34,184,5.4,0
"452",452,"BUF",2022-12-24,29,"Sat",15,16,"@","CHI","W 35-13",29,80,2.8,0
"453",453,"CAR",2022-12-24,17,"Sat",15,16,NA,"DET","W 37-23",17,45,2.6,0
"454",454,"CHI",2022-12-24,31,"Sat",15,16,NA,"BUF","L 13-35",31,254,8.2,3
"455",455,"CIN",2022-12-24,16,"Sat",15,16,"@","NWE","W 22-18",16,61,3.8,0
"456",456,"CLE",2022-12-24,39,"Sat",15,16,NA,"NOR","L 10-17",39,152,3.9,2
"457",457,"DAL",2022-12-24,29,"Sat",15,16,NA,"PHI","W 40-34",29,87,3,1
"458",458,"DET",2022-12-24,43,"Sat",15,16,"@","CAR","L 23-37",43,320,7.4,3
"459",459,"HOU",2022-12-24,31,"Sat",15,16,"@","TEN","W 19-14",31,184,5.9,2
"460",460,"KAN",2022-12-24,31,"Sat",15,16,NA,"SEA","W 24-10",31,133,4.3,0
"461",461,"MIN",2022-12-24,21,"Sat",15,16,NA,"NYG","W 27-24",21,126,6,1
"462",462,"NOR",2022-12-24,34,"Sat",15,16,"@","CLE","W 17-10",34,124,3.6,1
"463",463,"NWE",2022-12-24,24,"Sat",15,16,NA,"CIN","L 18-22",24,73,3,0
"464",464,"NYG",2022-12-24,19,"Sat",15,16,"@","MIN","L 24-27",19,83,4.4,0
"465",465,"TEN",2022-12-24,30,"Sat",15,16,NA,"HOU","L 14-19",30,70,2.3,0
"466",466,"PHI",2022-12-24,31,"Sat",15,16,"@","DAL","L 34-40",31,115,3.7,1
"467",467,"PIT",2022-12-24,19,"Sat",15,16,NA,"LVR","W 13-10",19,58,3.1,0
"468",468,"LVR",2022-12-24,27,"Sat",15,16,"@","PIT","L 10-13",27,106,3.9,0
"469",469,"BAL",2022-12-24,33,"Sat",15,16,NA,"ATL","W 17-9",33,115,3.5,0
"470",470,"SEA",2022-12-24,22,"Sat",15,16,"@","KAN","L 10-24",22,77,3.5,1
"471",471,"SFO",2022-12-24,33,"Sat",15,16,NA,"WAS","W 37-20",33,79,2.4,0
"472",472,"WAS",2022-12-24,26,"Sat",15,16,"@","SFO","L 20-37",26,153,5.9,2
"473",473,"ARI",2022-12-25,30,"Sun",15,16,NA,"TAM","L 16-19 (OT)",30,115,3.8,0
"474",474,"DEN",2022-12-25,36,"Sun",15,16,"@","LAR","L 14-51",36,158,4.4,3
"475",475,"GNB",2022-12-25,18,"Sun",15,16,"@","MIA","W 26-20",18,82,4.6,1
"476",476,"MIA",2022-12-25,25,"Sun",15,16,NA,"GNB","L 20-26",25,79,3.2,1
"477",477,"LAR",2022-12-25,20,"Sun",15,16,NA,"DEN","W 51-14",20,104,5.2,0
"478",478,"TAM",2022-12-25,27,"Sun",15,16,"@","ARI","W 19-16 (OT)",27,121,4.5,1
"479",479,"IND",2022-12-26,32,"Mon",15,16,NA,"LAC","L 3-20",32,101,3.2,2
"480",480,"LAC",2022-12-26,14,"Mon",15,16,"@","IND","W 20-3",14,69,4.9,0
"481",481,"DAL",2022-12-29,24,"Thu",16,17,"@","TEN","W 27-13",24,97,4,0
"482",482,"TEN",2022-12-29,32,"Thu",16,17,NA,"DAL","L 13-27",32,87,2.7,1
"483",483,"ATL",2023-01-01,27,"Sun",16,17,NA,"ARI","W 20-19",27,126,4.7,0
"484",484,"CAR",2023-01-01,25,"Sun",16,17,"@","TAM","L 24-30",25,67,2.7,1
"485",485,"CHI",2023-01-01,39,"Sun",16,17,"@","DET","L 10-41",39,265,6.8,2
"486",486,"CLE",2023-01-01,37,"Sun",16,17,"@","WAS","W 24-10",37,136,3.7,1
"487",487,"IND",2023-01-01,37,"Sun",16,17,"@","NYG","L 10-38",37,217,5.9,2
"488",488,"ARI",2023-01-01,34,"Sun",16,17,"@","ATL","L 19-20",34,132,3.9,2
"489",489,"DEN",2023-01-01,16,"Sun",16,17,"@","KAN","L 24-27",16,46,2.9,1
"490",490,"DET",2023-01-01,22,"Sun",16,17,NA,"CHI","W 41-10",22,200,9.1,0
"491",491,"GNB",2023-01-01,20,"Sun",16,17,NA,"MIN","W 41-17",20,102,5.1,0
"492",492,"HOU",2023-01-01,29,"Sun",16,17,NA,"JAX","L 3-31",29,169,5.8,3
"493",493,"JAX",2023-01-01,21,"Sun",16,17,"@","HOU","W 31-3",21,84,4,0
"494",494,"KAN",2023-01-01,24,"Sun",16,17,NA,"DEN","W 27-24",24,117,4.9,2
"495",495,"MIA",2023-01-01,21,"Sun",16,17,"@","NWE","L 21-23",21,76,3.6,0
"496",496,"MIN",2023-01-01,33,"Sun",16,17,"@","GNB","L 17-41",33,163,4.9,2
"497",497,"NOR",2023-01-01,15,"Sun",16,17,"@","PHI","W 20-10",15,67,4.5,0
"498",498,"NWE",2023-01-01,27,"Sun",16,17,NA,"MIA","W 23-21",27,86,3.2,1
"499",499,"NYG",2023-01-01,27,"Sun",16,17,NA,"IND","W 38-10",27,128,4.7,0
"500",500,"NYJ",2023-01-01,38,"Sun",16,17,"@","SEA","L 6-23",38,198,5.2,0
"501",501,"PHI",2023-01-01,35,"Sun",16,17,NA,"NOR","L 10-20",35,129,3.7,1
"502",502,"PIT",2023-01-01,28,"Sun",16,17,"@","BAL","W 16-13",28,120,4.3,0
"503",503,"LVR",2023-01-01,27,"Sun",16,17,NA,"SFO","L 34-37 (OT)",27,170,6.3,2
"504",504,"LAR",2023-01-01,31,"Sun",16,17,"@","LAC","L 10-31",31,192,6.2,2
"505",505,"BAL",2023-01-01,41,"Sun",16,17,NA,"PIT","L 13-16",41,198,4.8,0
"506",506,"LAC",2023-01-01,26,"Sun",16,17,NA,"LAR","W 31-10",26,166,6.4,1
"507",507,"SEA",2023-01-01,17,"Sun",16,17,NA,"NYJ","W 23-6",17,75,4.4,0
"508",508,"SFO",2023-01-01,32,"Sun",16,17,"@","LVR","W 37-34 (OT)",32,135,4.2,1
"509",509,"TAM",2023-01-01,22,"Sun",16,17,NA,"CAR","W 30-24",22,74,3.4,0
"510",510,"WAS",2023-01-01,30,"Sun",16,17,NA,"CLE","L 10-24",30,146,4.9,0
"511",511,"JAX",2023-01-07,39,"Sat",17,18,NA,"TEN","W 20-16",39,147,3.8,0
"512",512,"KAN",2023-01-07,25,"Sat",17,18,"@","LVR","W 31-13",25,99,4,0
"513",513,"TEN",2023-01-07,14,"Sat",17,18,"@","JAX","L 16-20",14,19,1.4,0
"514",514,"LVR",2023-01-07,28,"Sat",17,18,NA,"KAN","L 13-31",28,168,6,3
"515",515,"ATL",2023-01-08,20,"Sun",17,18,NA,"TAM","W 30-17",20,86,4.3,0
"516",516,"BUF",2023-01-08,23,"Sun",16,18,NA,"NWE","W 35-23",23,107,4.7,0
"517",517,"CAR",2023-01-08,32,"Sun",17,18,"@","NOR","W 10-7",32,143,4.5,0
"518",518,"CHI",2023-01-08,38,"Sun",17,18,NA,"MIN","L 13-29",38,141,3.7,2
"519",519,"CIN",2023-01-08,27,"Sun",16,18,NA,"BAL","W 27-16",27,110,4.1,1
"520",520,"CLE",2023-01-08,37,"Sun",17,18,"@","PIT","L 14-28",37,144,3.9,2
"521",521,"IND",2023-01-08,23,"Sun",17,18,NA,"HOU","L 31-32",23,59,2.6,0
"522",522,"ARI",2023-01-08,37,"Sun",17,18,"@","SFO","L 13-38",37,169,4.6,2
"523",523,"DAL",2023-01-08,41,"Sun",17,18,"@","WAS","L 6-26",41,151,3.7,1
"524",524,"DEN",2023-01-08,22,"Sun",17,18,NA,"LAC","W 31-28",22,59,2.7,0
"525",525,"DET",2023-01-08,28,"Sun",17,18,"@","GNB","W 20-16",28,103,3.7,0
"526",526,"GNB",2023-01-08,25,"Sun",17,18,NA,"DET","L 16-20",25,104,4.2,2
"527",527,"HOU",2023-01-08,33,"Sun",17,18,"@","IND","W 32-31",33,196,5.9,1
"528",528,"MIA",2023-01-08,20,"Sun",17,18,NA,"NYJ","W 11-6",20,38,1.9,0
"529",529,"MIN",2023-01-08,22,"Sun",17,18,"@","CHI","W 29-13",22,118,5.4,1
"530",530,"NOR",2023-01-08,41,"Sun",17,18,NA,"CAR","L 7-10",41,171,4.2,0
"531",531,"NWE",2023-01-08,25,"Sun",17,18,"@","BUF","L 23-35",25,90,3.6,0
"532",532,"NYG",2023-01-08,34,"Sun",17,18,"@","PHI","L 16-22",34,135,4,1
"533",533,"NYJ",2023-01-08,32,"Sun",17,18,"@","MIA","L 6-11",32,162,5.1,0
"534",534,"PHI",2023-01-08,21,"Sun",17,18,NA,"NYG","W 22-16",21,129,6.1,1
"535",535,"PIT",2023-01-08,22,"Sun",17,18,NA,"CLE","W 28-14",22,134,6.1,0
